39.354,28.359,-5.643,26.757,22.336,29.055,6.247,37.472,71.433,53.768
-17.14,-7.5055,17.315,-4.9797,-38.938,-32.401,38.171,-16.581,-7.7384,-12.958
-22.303,-7.7463,-18.489,7.4559,-15.403,27.567,-68.17,-20.904,46.037,41
21.24,-39.029,91.533,-10.598,17.996,-11.203,43.442,15.904,25.124,27.262
-18.029,8.262,59.124,14.712,150.2,14.871,83.573,-23.667,33.467,6.2665
33.452,25.271,-38.205,19.507,-35.96,29.568,-44.548,31.273,0.27059,-12.925
25.659,-48.447,12.159,-17.954,-20.795,-46.328,25.322,20.116,51.563,57.632
-11.95,-8.512,44.844,3.1105,42.098,-40.275,-0.99555,-11.987,63.042,43.204
38.558,48.752,22.925,31.475,-47.967,-19.953,29.837,43.766,-18.542,-19.119
8.0212,-18.645,-218.87,19.529,-238.08,-59.643,-243.17,11.75,-0.61884,27.312
-7.2277,-20.308,-71.975,-15.697,34.277,5.8796,-59.419,-12.404,17.316,11.08
-6.7724,18.081,-253.44,-35.464,-330.94,14.196,-289.33,4.5851,9.2906,-62.172
45.597,-10.998,-92.175,15.009,-30.299,-33.441,-89.684,38.626,42.8,62.202
-28.741,-18.478,45.409,-14.482,41.244,-6.1684,19.668,-25.317,4.4964,9.985
-0.33636,-4.5181,5.8389,38.916,-33.116,14.463,5.6368,-4.631,-1.9094,-5.3343
-9.6816,-39.161,78.488,-10.903,83.797,-7.4418,63.45,-10.433,18.936,43.006
-2.0065,-27.772,16.811,-1.1791,71.56,-33.585,61.4,-5.0017,13.627,12.621
-11.158,12.129,23.174,-1.4387,0.18624,16.177,-12.582,-15.433,35.415,6.6228
-14.556,11.913,2.0423,6.1496,82.319,54.9,-8.203,-6.683,-2.9249,25.105
-17.091,-16.911,-115.84,-5.0653,-65.222,-52.96,-142.5,-11.333,39.865,59.658
-29.751,47.352,-55.742,-48.687,-5.7802,58.883,-80.414,-23.084,-19.542,-15.376
52.792,-43.909,-84.442,-40.1,-128.94,-69.869,-97.918,41.46,35.731,33.123
-1.0334,25.519,-71.229,68.167,-73.621,13.429,-133.8,-1.9406,-19.268,-11.029
-15.184,9.6121,109.34,-13.202,59.773,40.04,86.17,-20.93,18.304,5.6949
25.028,-34.531,93.606,-18.228,42.774,-55.46,74.069,15.499,7.6084,28.619
-0.51918,-58.761,-4.8321,-43.093,-2.9677,-35.826,-21.552,-3.8108,59.172,47.2
-2.5964,-18.289,119.07,-28.421,25.335,-25.007,94.043,-5.2658,28.547,37.517
10.388,-0.77554,-63.921,-2.049,-57.53,6.7517,-80.819,13.529,6.9435,0.66411
-49.572,29.325,-68.021,-40.787,23.546,47.106,-64.809,-43.818,10.191,-15.031
-9.1152,13.772,-117.03,25.791,20.567,-18.948,-144.96,-9.4559,7.8489,-14.685
-31.55,33.761,55.327,-2.0555,20.666,32.969,35.805,-33.608,-27.099,-19.772
4.7827,-36.708,9.8652,-10.5,-51.955,-21.537,-50.823,1.2122,6.7297,17.423
-35.647,-15.141,-44.735,10.334,6.4254,-23.514,-78.223,-30.288,30.498,14.391
-8.6885,-11.458,64.775,0.78678,21.954,7.6455,36.92,-19.86,-14.571,-10.797
1.334,-21.434,-65.894,21.048,-105.83,-27.083,-83.123,3.3409,48.005,58.003
-5.8903,-22.332,75.002,-18.177,28.311,-28.539,70.936,-7.5894,16.623,-0.087068
20.509,-24.353,24.851,-18.873,-30.929,-23.082,20.462,23.144,16.382,14.18
-12.704,-31.961,-93.025,-21.92,-46.289,-7.3935,-116.66,-18.601,-0.50303,40.744
12.512,-58.881,50.357,-35.011,69.825,-60.061,53.473,9.2837,55.634,54.128
-17.711,-5.0167,98.575,-24.183,31.346,8.6558,29.537,-13.858,55.38,54.954
6.3242,15.791,2.6042,-42.312,29.557,-13.402,-8.4823,1.3942,25.172,-5.5593
-5.1978,18.948,-47.915,16.936,-26.314,8.1056,-31.076,-6.9039,-6.1362,-9.4813
-2.3341,-39.355,91.275,6.4672,36.245,-45.654,83.393,-10.881,32.611,24.311
-1.0005,-51.307,-2.9002,-9.119,0.40938,7.1668,0.91393,4.0276,47.101,39.149
-52.873,-19.309,1.6069,-3.4682,-17.413,3.6943,-19.525,-54.71,75.079,60.676
-13.444,-28.056,39.145,14.173,66.99,-2.8518,71.524,-6.8712,20.515,14.514
-15.605,5.2733,-9.7662,19.897,6.3711,-11.153,-0.58122,-16.533,47.304,36.908
-27.002,-15.219,-63.045,41.568,-36.602,-21.002,-106.41,-30.64,27.795,19.53
15.206,-24.301,88.232,5.5171,55.971,-46.243,73.396,15.001,35.773,73.213
-44.845,14.181,113.03,-28.99,37.959,-5.6896,79.147,-32.957,35.68,44.783
43.302,4.977,-63.741,17.208,-100.95,-38.028,-38.187,37.01,29.044,39.325
